ID,Street name,City,Lat/Lon,Furniture,Buses
2047,Rambla del Raval-Sant Pau,BARCELONA,41.3776720 / 2.1702514,Marquesina,120 
2048,Av Drassanes-Arc del Teatre,BARCELONA,41.3766697 / 2.1731153,Pal,120 
2049,Av Drassanes-Pl Portal de la Pau,BARCELONA,41.3760499 / 2.1767715,Pal,120 
2051,Metro Drassanes,BARCELONA,41.3769436 / 2.1759983,Pal,120 
2052,Av Drassanes-Nou de la Rambla,BARCELONA,41.3768707 / 2.1727610,Pal,120 
2053,Rambla del Raval-Sant Josep Oriol,BARCELONA,41.3780505 / 2.1705601,Pal,120 
2054,Rambla del Raval-Hospital,BARCELONA,41.3795028 / 2.1688320,Marquesina,120 
2055,Pl Joan Amades,BARCELONA,41.3814361 / 2.1687577,Pal,120 
2056,Pl dels Àngels,BARCELONA,41.3832592 / 2.1675084,Pal,120 
2057,Montalegre-Valdonzella,BARCELONA,41.3840437 / 2.1668170,Pal,120 
2059,Mercat de Sant Antoni,BARCELONA,41.3773843 / 2.1614159,,121 
2060,Teodor Bonaplata ('Av. Paral.lel'-Olivera),BARCELONA,41.37432 / 2.15899,Pal,121 
2061,Mare de Déu del Remei-Grases,BARCELONA,41.3730552 / 2.1569151,Pal,55 121 
2063,Elkano-Blasco de Garay,BARCELONA,41.3732157 / 2.1629443,Pal,121 
2064,Elkano-Poeta Cabanyes,BARCELONA,41.3726224 / 2.1648565,Pal,121 
2066,Vila i Vilà-Lafont,BARCELONA,41.3739393 / 2.1696427,Pal,121 
2067,Vila i Vilà-Puigxuriguer,BARCELONA,41.3729671 / 2.1729402,Pal,121 
2069,Nou de la Rambla-Av Paralel,BARCELONA,41.3744613 / 2.1695447,Pal,121 
2071,Pg de Solé i Pla,BARCELONA,41.4274049 / 2.0894046,Pal,118 
2072,Pl Major del Rectoret,BARCELONA,41.4271504 / 2.0920929,Pal,128 
2073,Cí. Pantà (Cí. Ciureny-Cí. Cama-sec),BARCELONA,41.3879170 / 2.1699187,Pal,128 
2074,Torrent del Rovelló-Camí del Pantá,BARCELONA,41.4194124 / 2.0969422,Pal,118 128 
2075,Torrent del Rovelló-Camí Baix del Mas Sauró,BARCELONA,41.4182838 / 2.094480200000021,Pal,118 
2076,Camí Alt del Mas Sauró-Font Mosen Cinto Verdaguer,BARCELONA,41.4178682 / 2.0949256,Pal,118 
2077,Camí Alt del Mas Sauró-Camí del Ciureny,BARCELONA,41.4179113 / 2.0965278,Pal,118 
2078,Camí del Mas Sauró,BARCELONA,41.4170450 / 2.0943118,Pal,118 
2079,Can Sauró,BARCELONA,41.4159479 / 2.0950749,Pal,118 
2081,Can Sauró direcció Mas Guimbau,BARCELONA,41.4159648 / 2.0952136,Pal,118 
2083,Camí del Ciureny direcció Mas Guimbau,BARCELONA,41.4179406 / 2.0966092,Pal,118 
2084,Font Mossen Cinto Verdaguer direcció Mas Guimbau,BARCELONA,41.4179332 / 2.0951786,Pal,118 
2085,Camí Baix del Mas Sauró direcció Mas Guimbau,BARCELONA,41.4182477 / 2.0945334,Pal,118 
2086,Torrent del Rovelló direcció Mas Guimbau,BARCELONA,41.4192557 / 2.0968663,Pal,118 
2087,FGC Les Planes,BARCELONA,41.4272634 / 2.0915106,,118 
2088,Camí dels Verns-Camí del Mas Guimbau,BARCELONA,41.4261948 / 2.0897993,Pal,118 
2089,Mas Guimbau,BARCELONA,41.4280118 / 2.0902187,Pal,118 
2090,Mas Sauró,BARCELONA,41.4156525 / 2.0929321,Pal,118 
2091,Can Sauró direcció Vallvidrera,BARCELONA,41.4159939 / 2.0952470,Pal,118 
2092,Camí del Mas Sauró direcció Vallvidrera,BARCELONA,41.4171042 / 2.0964267,Pal,118 
2093,Camí del Ciureny direcció Vallvidrera,BARCELONA,41.4179567 / 2.0965406,Pal,118 
2094,Font Mossen Cinto Verdaguer direcció Vallvidrera,BARCELONA,41.4179304 / 2.0951135,Pal,118 
2095,Camí Baix del Mas Sauró direcció Vallvidrera,BARCELONA,41.4183832 / 2.0946932,Pal,118 
2096,Torrent del Rovelló direcció Vallvidrera,BARCELONA,41.4192693 / 2.0968871,Pal,118 
2097,Camí del Pantà,BARCELONA,41.4162167 / 2.0977155,Pal,118 
2098,FGC Baixador Vallvidrera,BARCELONA,41.4200028 / 2.0969000,Pal,128 
2099,Camí del Sanatori-Ctra de Vallvidrera,BARCELONA,41.4207827 / 2.0965365,Pal,128 
2100,Major del Rectoret-Parc Municipal de Vallvidrera,BARCELONA,41.4235233 / 2.0947861,Pal,128 
2101,Major del Rectoret-Amarant,BARCELONA,41.4245702 / 2.0949814,Pal,128 
2102,Bohemis-Savina,BARCELONA,41.4253759 / 2.0971683,Pal,128 
2103,Savina-Pg del Magraner,BARCELONA,41.4241852 / 2.0966418,Pal,128 
2104,Lilà-Boix,BARCELONA,41.4259567 / 2.0998141,Pal,128 
2105,Lilà-Presseguer,BARCELONA,41.4282839 / 2.1009541,Pal,128 
2108,Major del Rectoret-Costa del Bruc,BARCELONA,41.4299362 / 2.0949262,Pal,128 
2110,Major del Rectoret-Marco Polo,BARCELONA,41.4296841 / 2.0948855,Pal,128 
2111,Major del Rectoret-Parsifal,BARCELONA,41.4264557 / 2.0938765,Pal,128 
2112,Margalló-Major del Rectoret,BARCELONA,41.4261709 / 2.0961919,Pal,128 
2113,Av del Rectoret-Baladre,BARCELONA,41.4259662 / 2.0930736,Pal,128 
2114,Av del Rectoret-Vesc,BARCELONA,41.4261684 / 2.0928904,Pal,128 
2115,Major del Rectoret-Margalló,BARCELONA,41.4262073 / 2.0958907,Pal,128 
2116,Major del Rectoret-Lohengrin,BARCELONA,41.4265815 / 2.0939840,Pal,128 
2117,Pl Coll de la Creu d'en Blau direcció Vallvidrera,BARCELONA,41.4330839 / 2.0958230,Pal,128 
2121,Lilà-Geranis,BARCELONA,41.4282015 / 2.1008653,Pal,128 
2122,Lilà-Poncelles,BARCELONA,41.4256775 / 2.0996938,Pal,128 
2123,Savina-Poncelles,BARCELONA,41.4242142 / 2.0965322,Pal,128 
2124,Bohemis-Amarant,BARCELONA,41.4254615 / 2.0973781,Pal,128 
2125,Major del Rectoret,BARCELONA,41.4246274 / 2.0949383,Pal,128 
2126,Parc Municipal de Vallvidrera,BARCELONA,41.4233633 / 2.0947889,Pal,128 
2127,Camí del Sanatori- FGC Baixador de Vallvidrera,BARCELONA,41.4209008 / 2.0965289,Pal,128 
2128,Capità Arenas-Manuel de Falla,BARCELONA,41.3930685 / 2.1248661,Pal,66 N7 
2129,Rambla de Guipúscoa-Selva de Mar,BARCELONA,41.4169349 / 2.1975592,Pal,33 43 44 B24 N8 
2130,Pg Maragall-Petrarca,BARCELONA,41.4284717 / 2.1633656,Marquesina,45 N4 
2133,ZAL,BARCELONA,41.3224109 / 2.1363704,Pal,110 
2134,Llull-Espronceda,BARCELONA,41.4037605 / 2.2058585,Marquesina,26 36 71 141 N6 
2135,Carrer número 3-Carrer D,BARCELONA,41.3310935 / 2.1373802,Pal,110 
2136,Carrer número 3-Carrer F,BARCELONA,41.3373895 / 2.1272356,Pal,110 
2138,IES Ferran Tallada,BARCELONA,41.4208521 / 2.1618359,Pal,28 86 
2139,Garcilaso-Juan de Garay,BARCELONA,41.4229091 / 2.1863784,Pal,96 
2141,Turó de La Rovira,BARCELONA,41.4197341 / 2.1595571,Pal,28 119 86 N4 N5 
2142,Gran Vista,BARCELONA,41.4200138 / 2.1599871,Pal,28 119 86 N4 N5 
2143,Ctra de Vallvidrera-El Castanyer,BARCELONA,41.4254075 / 2.1213818,Pal,111 
2144,Gran Teatre del Liceu,BARCELONA,41.3803234 / 2.1738366,Pal,14 59 91 N12 N15 N9 
2149,Pl Tibidabo,BARCELONA,41.4215541 / 2.1188612,Pal,111 
2152,Pg de Valldaura-Pl dels Avis,BARCELONA,41.4391071 / 2.1809166,Marquesina,73 B16 B19 
2154,Jericó-Pg de la Vall d'Hebron,BARCELONA,41.4208349 / 2.1395292,,119 
2155,Jericó-Romeu,BARCELONA,41.4218691 / 2.1390567,,119 
2156,Ctra de Sant Cugat-Samaria,BARCELONA,41.4219617 / 2.1384096,,119 
2157,Ctra de Sant Cugat-Navata,BARCELONA,41.4206623 / 2.1385623,,119 
2158,Ctra de Sant Cugat-Gutemberg,BARCELONA,41.4186447 / 2.1385894,,119 
2162,Riera d'Horta-Arnau d'Oms,BARCELONA,41.4282175 / 2.1777201,Pal,26 
2178,Tajo-Santes Creus,BARCELONA,41.4300365 / 2.1624319,Pal,185 
2179,Ctra del Prat-Radi,BARCELONA,41.3627542 / 2.1359121,Pal,79 
2194,Francesc Alegre-Av Mare de Déu de Montserrat,BARCELONA,41.4157633 / 2.1671262,Pal,114 
2195,Budapest-Gènova,BARCELONA,41.4183648 / 2.1681280,Pal,114 
2196,Telègraf-Doctor Cadevall,BARCELONA,41.4185523 / 2.1691255,Pal,114 
2197,Francesc Alegre-Budapest,BARCELONA,41.4165913 / 2.1663237,Pal,114 
2198,França-Polonia,BARCELONA,41.4152828 / 2.1636160,Pal,114 
2199,Av del Coll del Portell 74,BARCELONA,41.4114762 / 2.1509918,Pal,116 
2200,Pg Vall d'Hebron-Anna Piferrer,BARCELONA,41.4178719 / 2.1391699,Marquesina,119 123 124 
2202,Estació del Nord,BARCELONA,41.3940643 / 2.1823029,Pal,54 
2209,Pl de Vallvidrera,BARCELONA,41.4129606 / 2.1044725,Pal,118 
2210,Camí Alt del Mas Sauró,BARCELONA,41.4149892 / 2.0946093,Pal,118 
2211,Cami Alt del Mas Sauró direcció Vallvidrera,BARCELONA,41.4164783 / 2.0964217,Pal,118 
2212,Camí Alt de Mas Sauró direcció Mas Guimbau,BARCELONA,41.4164590 / 2.0963794,Pal,118 
2213,Camí del Mas Guimbau-Gatosa,BARCELONA,41.4255703 / 2.0901199,Pal,118 
2214,Camí del Mas Guimbau-Gespa,BARCELONA,41.4240516 / 2.0906670,Pal,118 
2215,Gespa-la Gatosa,BARCELONA,41.4246235 / 2.0896617,Pal,118 
2216,Gespa-Escala de la Gatosa,BARCELONA,41.3879170 / 2.1699187,Pal,118 
2217,Pg de la Vimetera,BARCELONA,41.4235761 / 2.0892887,Pal,118 
2218,Pg de la Vimetera-Pg del Pi Forcat,BARCELONA,41.4233216 / 2.0874049,Pal,118 
2219,Pg del Pi Forcat-Pg d'Anna Rúbies,BARCELONA,41.4226917 / 2.0873995,Pal,118 
2220,Pg de la Vimetera - Escala de la Gatosa,BARCELONA,41.4235495 / 2.0892744,Pal,118 
2221,Gespa-Pg de la Vimetera,BARCELONA,41.4239092 / 2.0898694,Pal,118 
2222,Gespa,BARCELONA,41.4245922 / 2.0897247,Pal,118 
2223,Camí del Mas Guimbau,BARCELONA,41.4244561 / 2.0907880,Pal,118 
2224,Camí del Mas Guimbau-Castellví,BARCELONA,41.4256134 / 2.0900974,Pal,118 
2225,Santuari de la Salut,BARCELONA,41.4261294 / 2.0898416,Pal,118 
2227,Lisboa-Ptge de Tossa,BARCELONA,41.4290720 / 2.1573093,Pal,39 
2228,Ciutat d'Asunción-'La Maquinista',BARCELONA,41.4402512 / 2.2001233,Pal,73 
2231,Pedrell-Rambla del Carmel,BARCELONA,41.4231422 / 2.1586791,Pal,39 
2232,Pl. Estatut (Av. Estatut de Catalunya),BARCELONA,41.43065 / 2.15596,Pal,39 
2233,Rambla del Carmel-Llobregós,BARCELONA,41.4257909 / 2.1575957,Pal,39 
2234,Llobregós-Pg Maragall,BARCELONA,41.4278182 / 2.1633240,Marquesina,19 39 87 
2235,Llobregós-Torrent del Carmel,BARCELONA,41.4265583 / 2.1603297,Marquesina,19 39 87 
2239,Pg de Valldaura-Canigó,BARCELONA,41.4375038 / 2.1559920,Marquesina,185 
2241,Pg de Valldaura-Av Estatut de Catalunya,BARCELONA,41.4365773 / 2.1540362,,185 
2243,Moll de Barcelona,BARCELONA,41.3719194 / 2.1808200,Pal,20 
2244,World Trade Center,BARCELONA,41.3713080 / 2.1816980,Pal,20 
2246,Parc LogÍstic,BARCELONA,41.3409235 / 2.1251462,Pal,23 
2249,Carrer número 2-Carrer número 62,BARCELONA,41.3439253 / 2.1381093,Pal,23 
2250,Carrer número 2,BARCELONA,41.3430512 / 2.1402928,Pal,23 
2251,Parc Logístic anada,BARCELONA,41.3432056 / 2.1315431,Pal,23 
2252,Parc Logístic tornada,BARCELONA,41.3431448 / 2.1316266,Pal,23 
2253,Pg del Taulat-Diagonal Mar,BARCELONA,41.4092816 / 2.2175196,Marquesina,41 N7 
2255,Segura-Escales del Polvorí,BARCELONA,41.3637787 / 2.1406333,Pal,13 
2256,Segura-Guadalquivir,BARCELONA,41.3638960 / 2.1406323,Pal,13 125 
2258,Av Diagonal-Rambla de Prim,BARCELONA,41.4108165 / 2.2174073,Pal,07 41 141 N6 N7 
2259,Av Diagonal-Llull,BARCELONA,41.4106167 / 2.2154939,Pal,07 N6 
2260,Metro Canyelles,BARCELONA,41.4417677 / 2.1658515,Marquesina,27 31 47 60 71 122 127 185 N4 N6 
2261,Via Favència-Pl Karl Marx,BARCELONA,41.4408161 / 2.1636897,Pal,27 31 47 60 71 122 127 185 N4 N6 
2262,Av Diagonal-Tànger,BARCELONA,41.4052274 / 2.1954015,Pal,07 192 N7 
2263,Josep Ferrater-Pg del Taulat,BARCELONA,41.4033414 / 2.2117689,Pal,41 
2264,Pg del Taulat-Provençals,BARCELONA,41.4049801 / 2.2124099,Pal,26 41 
2265,Pg del Taulat-Parc de Diagonal Mar,BARCELONA,41.4070713 / 2.2153603,Pal,41 
2266,Parc de Diagonal Mar-Pg del Taulat,BARCELONA,41.4070286 / 2.2155135,Pal,41 
2268,Llull-Diagonal Mar,BARCELONA,41.4091935 / 2.2131473,Marquesina,36 141 N6 
2269,Via Favència-Barri Canyelles,BARCELONA,41.4430058 / 2.1696306,Marquesina,27 31 47 60 71 127 
2270,Numància-Pl dels Països Catalans,BARCELONA,41.3812537 / 2.1413773,Marquesina,30 78 115 N0 
2279,Pg Reina Elisenda-Josep Vicens Foix,BARCELONA,41.3981332 / 2.1181866,Pal,22 64 68 75 N7 
2280,Av Mare de Déu de Monserrat-Lluis Sagnier,BARCELONA,41.4240577 / 2.1759518,Marquesina,31 32 74 N6 
2281,Av de Vallbona-CAP Ctat Meridiana,BARCELONA,41.4610451 / 2.1806749,Pal,51 76 80 83 81 
2282,Av de Vallbona,BARCELONA,41.4581991 / 2.1842537,Marquesina,51 76 
2283,Parc Esportiu de la Mar Bella,BARCELONA,41.3991803 / 2.2119115,Marquesina,41 
2284,Bac de Roda-Jardins de Carles Barral,BARCELONA,41.4023589 / 2.2110141,Pal,41 
2285,Doctor Fleming-Av Sarrià,BARCELONA,41.3919574 / 2.1362334,Pal,30 
2286,Doctor Fleming-Jacinto Benavente,BARCELONA,41.3951929 / 2.1346895,Pal,30 
2287,Via Augusta-Doctor Roux,BARCELONA,41.3978803 / 2.1313081,Pal,30 68 
2288,Via Augusta-Alt de Gironella,BARCELONA,41.3978892 / 2.1341656,Pal,30 68 
2289,Pujades-Provençals,BARCELONA,41.4081517 / 2.2092207,Marquesina,36 141 
2293,Sardenya-Llull,BARCELONA,41.3909878 / 2.1897207,Pal,14 41 
2294,Sardenya-Doctor Trueta,BARCELONA,41.3879170 / 2.1699187,Pal,14 41 
2295,Parc de Carles I,BARCELONA,41.3884709 / 2.1939582,Pal,14 41 
2298,Júpiter,BARCELONA,41.4288522 / 2.0988649,Pal,128 
2299,Pl de la Tulipa-Satèl·lits,BARCELONA,41.4279388 / 2.0965289,Pal,128 
2300,Orellana-Passatge Ossa Major,BARCELONA,41.4294376 / 2.0961785,Pal,128 
2301,Orellana direcció El Rectoret,BARCELONA,41.4316699 / 2.0966922,Pal,128 
2302,Orellana direcció Vallvidrera,BARCELONA,41.4316717 / 2.0965791,Pal,128 
2303,Orellana,BARCELONA,41.4294291 / 2.0961190,Pal,128 
2304,Pl de la Tulipa-Traviata,BARCELONA,41.4278419 / 2.0965343,Pal,128 
2305,Júpiter-Lilà,BARCELONA,41.4288549 / 2.0990023,Pal,128 
2306,Ramon Trias Fargas-Barceloneta,BARCELONA,41.3858524 / 2.1964908,Pal,10 
2307,Doctor Font Quer-Taronguers,BARCELONA,41.3671969 / 2.1625324,Pal,193 
2308,Doctor Font Quer-Can Valero,BARCELONA,41.3653732 / 2.1599472,Pal,193 
2309,Av Miramar-Pl Dante,BARCELONA,41.3690444 / 2.1658214,Pal,50 193 
2310,Av Miramar-Pl Carlos Ibañez,BARCELONA,41.3702976 / 2.1689129,Marquesina,50 
2311,Pg de Santa Madrona-Museu Etnològic,BARCELONA,41.3686452 / 2.1562031,Pal,55 193 
2313,Museu d'Arqueologia,BARCELONA,41.3703162 / 2.1573519,Pal,193 
2314,Av Reina Maria Cristina,BARCELONA,41.3739767 / 2.1497311,Pal,193 
2315,Avinguda del Castell,BARCELONA,41.36509 / 2.16703,Pal,193 
2316,Mallorca ('Sardenya'-Sicilia),BARCELONA,41.3879170 / 2.1699187,,101 
2317,Via Sant Jordi,BARCELONA,41.3557795 / 2.1579864,Pal,107 
2318,Sagrat Cor,BARCELONA,41.4216890 / 2.1188740,Pal,107 
2319,Via Sant Oleguer,BARCELONA,41.3545080 / 2.1541267,Pal,107 
2320,Via Santa Eulàlia,BARCELONA,41.3529186 / 2.1527486,Pal,107 
2321,Metro Torras i Bages,BARCELONA,41.4432471 / 2.1906022,Marquesina,62 96 126 127 B16 B19 N3 
2322,Gran de Sant Andreu-Palomar,BARCELONA,41.4422807 / 2.1882495,Pal,73 126 B16 B19 
2323,Pl Miquel Casablancas,BARCELONA,41.4397034 / 2.1864885,Marquesina,73 B16 B19 
2324,Av de l'Estadi-Vivers,BARCELONA,41.3671411 / 2.1584138,Pal,55 
2325,Can Valero-Pg del Migdia,BARCELONA,41.3627505 / 2.1612707,Pal,193 
2326,Pl de la Sardana,BARCELONA,41.3679839 / 2.1685937,Pal,193 
2327,Torre Baró,BARCELONA,41.4612510 / 2.1805450,Pal,51 
2328,Av Vallbona-Estació RENFE,BARCELONA,41.4613263 / 2.1804494,Pal,51 83 
2329,Pl Roja de La Ciutat Meridiana,BARCELONA,41.4616720 / 2.1794554,Pal,51 83 
2330,Av Rasos de Peguera-Pl Roja,BARCELONA,41.4616128 / 2.1785270,Pal,51 62 76 104 N3 83 
2331,Av Rasos de Peguera-Costabona,BARCELONA,41.4604724 / 2.1767796,Pal,51 
2332,Vallcivera-Moixeró,BARCELONA,41.4595786 / 2.1768131,Pal,51 
2334,Ausias Marc-Marina,BARCELONA,41.3980275 / 2.1844296,Marquesina,10 
2335,València-Rogent,BARCELONA,41.4093896 / 2.1856356,Pal,33 34 35 43 44 B20 B24 N9 
2336,Pg. Zona Franca (Mercuri-Foc),BARCELONA,41.3564771 / 2.1414288,Pal,09 37 72 109 N1 
2337,Riera Blanca-Regent Mendieta,BARCELONA,41.3770250 / 2.1217668,Marquesina,158 L12 
2340,Travessera de Les Corts-Arístides Maillol,BARCELONA,41.3777112 / 2.1208894,Pal,158 
2341,MNAC-M. Etnològic,BARCELONA,41.3685846 / 2.1561070,Pal,55 
2342,Mandri-Artesa de Segre,BARCELONA,41.4030099 / 2.1340592,Pal,58 64 N8 
2343,Mandri-Bigai,BARCELONA,41.4051577 / 2.1319235,Pal,58 64 N8 
2345,València-Rocafort,BARCELONA,41.3826883 / 2.1500958,Pal,43 44 
2347,Pere IV-Rambla del Poblenou,BARCELONA,41.4037757 / 2.1986376,Pal,40 42 B25 N11 N8 
2348,Llobregós-Pantà de Tremp,BARCELONA,41.4246845 / 2.1566273,Marquesina,19 86 87 N4 
2349,Dante Alhigieri-Pantà de Tremp,BARCELONA,41.4255774 / 2.1537082,Pal,19 
2350,Lisboa-Av Estatut de Catalunya,BARCELONA,41.4292847 / 2.1575516,Pal,112 185 
2351,Tajo-Baixada Mercat,BARCELONA,41.4297531 / 2.1603869,Pal,112 185 
2352,Lloret de Mar-Campoamor,BARCELONA,41.4344427 / 2.1559778,Pal,185 
2353,Porrera-Canigó,BARCELONA,41.4368791 / 2.1585892,Pal,185 
2354,Hedilla-Porrera,BARCELONA,41.4368284 / 2.1596587,Pal,185 
2355,Pg Universal-Pg de Valldaura,BARCELONA,41.4385630 / 2.1599509,,185 
2356,Cementiri d'Horta,BARCELONA,41.4407076 / 2.1553011,Pal,185 
2358,Jaume Brossa-Via Trajana,BARCELONA,41.4286236 / 2.2020386,Pal,33 36 
2359,Jaume Brossa-Rda St Martí,BARCELONA,41.3879170 / 2.1699187,Pal,36 
2360,Jaume Brossa-Ptge Via Trajana,BARCELONA,41.4298775 / 2.2019472,Pal,36 
2361,Santander-Rambla de Prim,BARCELONA,41.4259857 / 2.2009104,Marquesina,33 36 B24 N8 
2362,Santa Amèlia-Capità Arenas,BARCELONA,41.3942352 / 2.1241072,Marquesina,34 
2363,Granvia-Escultura,BARCELONA,41.3637040 / 2.1344744,Pal (x2),46 65 L70 L72 L80 L81 L86 L87 L94 L95 N15 N16 N17 
2367,Ptge Garrofers-Av Mare de Déu de Montserrat,BARCELONA,41.4186134 / 2.1731917,,117 
2368,Travessera de Les Corts-Arizala,BARCELONA,41.3793904 / 2.1234177,Pal,15 
2383,Ronda de Dalt-Av J V Foix,BARCELONA,41.4015021 / 2.1142438,Pal,34 
2384,Jardins de la Vil·la Amèlia,BARCELONA,41.3929627 / 2.1216755,Marquesina,34 
2385,Av J V Foix-Caponata,BARCELONA,41.3947708 / 2.1206673,Marquesina,34 
2386,Av J V Foix-Pedró de la Creu,BARCELONA,41.3964943 / 2.1203007,Marquesina,34 
2387,Av J V Foix-Pg Reina Elisenda de Montcada,BARCELONA,41.3981396 / 2.1192534,Pal,34 130 
2388,Av J V Foix-Ramon Miquel Planas,BARCELONA,41.3996274 / 2.1167409,Marquesina,34 
2389,Av J V Foix-Monestir,BARCELONA,41.3991370 / 2.1173455,Pal,34 
2390,Av J V Foix-Dominguez i Miralles,BARCELONA,41.3980664 / 2.1191226,Marquesina,34 
2392,Cardenal Reig-Arístides Maillol,BARCELONA,41.3790199 / 2.1187509,Pal,15 54 
2394,Tiana-Campins,BARCELONA,41.4476653 / 2.200940199999991,Pal,11 42 60 
2395,Aneto-Montmajor,BARCELONA,41.4328701 / 2.1702764,Pal,122 
2398,Pg d'Urrutia-Cistellet,BARCELONA,41.4358898 / 2.1657204,Pal,122 
2400,Pg d'Urrutia-Rocabruna,BARCELONA,41.4352900 / 2.1679851,Pal,122 
2401,Montsant-Cadí,BARCELONA,41.4335025 / 2.1702968,Marquesina,122 
2402,Montmajor-Pg de la Peira,BARCELONA,41.4323219 / 2.1705360,Pal,122 
2404,Cartellà-Pl d'Àlvaro Cunqueiro,BARCELONA,41.4287226 / 2.1685615,Marquesina,122 
2405,Costa i Cuixart-Amílcar,BARCELONA,41.4277258 / 2.1726923,Marquesina,122 
2406,Av Meridiana-Pg de Fabra i Puig,BARCELONA,41.4297144 / 2.1837089,Pal,122 
2415,Garriga i Roca-Av Mare de Déu de Montserrat,BARCELONA,41.4191160 / 2.1719384,,117 
2416,Pl Karl Marx-Via Favència,BARCELONA,41.4402434 / 2.1638933,Pal,122 185 
2430,Pg de Sant Gervasi-Jardins de la Tamarita,BARCELONA,41.4103487 / 2.1365975,Pal,123 
2431,Cister -Melilla,BARCELONA,41.4112683 / 2.1330177,Pal,123 
2432,Quatre Camins-Teodor Roviralta,BARCELONA,41.4120595 / 2.1331339,Pal,123 
2433,Esperança-Vilana,BARCELONA,41.4050875 / 2.1285818,Pal,123 
2434,Esperança-Marquesa de Villalonga,BARCELONA,41.4039967 / 2.1264482,Pal,123 
2435,Iradier-Planella,BARCELONA,41.4054017 / 2.1246209,Pal,123 
2436,Planella-Marquesa de Villalonga,BARCELONA,41.4068122 / 2.1262491,Pal,123 
2437,Bellesguard-Immaculada,BARCELONA,41.4083982 / 2.1280653,Pal,123 
2438,Bellesguard-Valeta d'Arquer,BARCELONA,41.4091279 / 2.1264642,Pal,123 
2439,Balsareny-Vista Bella,BARCELONA,41.4116549 / 2.1294389,Pal,123 
2440,Jesús Maria-Quatre Camins,BARCELONA,41.4105941 / 2.1315957,Pal,123 
2441,Jesús Maria-Pg de Sant Gervasi,BARCELONA,41.4096971 / 2.1329824,Pal,123 
2442,Esteve Terrades-Josep Jover,BARCELONA,41.4139357 / 2.1405475,Pal,123 124 
2443,Esteve Terrades-Pl Alfonso Comín,BARCELONA,41.4150933 / 2.1398420,Pal,123 124 
2445,Collserola-Carlos Pirozzini,BARCELONA,41.4172428 / 2.1350500,Pal,124 
2446,Enric Clarassó-Collserola,BARCELONA,41.4182894 / 2.1339429,Pal,124 
2450,Viver (abans C/ Cànoves),BARCELONA,41.6938443 / 2.3538418,Pal,112 
2453,Anna Piferrer-Av de Vallcarca,BARCELONA,41.4174443 / 2.1407415,Pal,124 
2454,Pg Andreu Nin -Parc Esportiu Can Dragó,BARCELONA,41.4342632 / 2.1815051,Marquesina,36 132 
2455,Pg Ciutat de Mallorca-Piferrer,BARCELONA,41.4329674 / 2.1787053,Pal,132 
2456,Pintor Alsamora-Piferrer,BARCELONA,41.4351788 / 2.1792430,Pal,132 
2457,Escultor Ordoñez-Pintor Alsamora,BARCELONA,41.4350752 / 2.1759112,Marquesina,132 
2458,Pg de Santa Madrona,BARCELONA,41.3688586 / 2.1567210,Pal,55 
2459,Pg de Santa Madrona-Font del Gat,BARCELONA,41.3684775 / 2.1580758,Pal,55 
2461,Àvila-Tànger,BARCELONA,41.40092 / 2.19046,Pal,92 
2463,Ciutat de Granada-Tànger,BARCELONA,41.4028464 / 2.1923774,Pal,92 192 
2464,Badajoz-Almogàvers,BARCELONA,41.4004725 / 2.1931803,Marquesina,92 192 
2465,Viver-Av Elies Pagès,BARCELONA,41.4291038 / 2.1320571,Pal,112 
2466,Viver-Cànoves,BARCELONA,41.4286645 / 2.1308273,Pal,112 
2467,Cànoves 105,BARCELONA,41.4280219 / 2.1287947,Pal,112 
2468,Cànoves-Sant Genís,BARCELONA,41.4278118 / 2.1300145,Pal,112 
2469,Cànoves 49,BARCELONA,41.4275364 / 2.1320329,Pal,112 
2470,Cànoves-Penitens,BARCELONA,41.4272046 / 2.1339178,Pal,112 
2471,Cànoves-Natzaret,BARCELONA,41.4268159 / 2.1350043,Pal,112 
2472,Elies Pagès-Pl Madrona Prat,BARCELONA,41.4276342 / 2.1346884,Pal,112 
2473,Rambla de Prim-Riera d'Horta,BARCELONA,41.4258902 / 2.1996813,Pal,33 
2474,Travessera de Gràcia-Pl Gal·la Placídia,BARCELONA,41.3987562 / 2.1537807,Pal,114 
2475,Trav. de Gràcia (Matilde-Mariana Pineda),BARCELONA,41.3879170 / 2.1699187,Pal,114 
2476,Travessera de Gràcia-Torrent de l'Olla,BARCELONA,41.4015938 / 2.1582636,Pal,114 
2477,Travessera de Gràcia-Torrent d'En Vidalet,BARCELONA,41.4032302 / 2.1608559,Pal,114 
2478,Travessera de Gràcia-Torrent de les Flors,BARCELONA,41.4039661 / 2.1620589,Pal,114 
2479,Encarnació-Escorial,BARCELONA,41.4075679 / 2.1618092,Pal,114 
2480,Encarnació-Torrent de les Flors,BARCELONA,41.4062591 / 2.1597402,Pal,114 
2481,Pl de la Virreina,BARCELONA,41.4047764 / 2.1571967,Pal,114 
2482,Ros de Olano-Torrent de l'Olla,BARCELONA,41.4021948 / 2.1566711,Pal,114 
2483,Ros de Olano-Gran de Gràcia,BARCELONA,41.4010890 / 2.1547170,Pal,114 
2484,Breton de los Herreros-Aulestià i Pijoan,BARCELONA,41.4023889 / 2.1517928,Pal,114 
2485,Pl Mossèn Clapès-Gran de Sant Andreu,BARCELONA,41.4420008 / 2.1877684,Pal,126 
